State,Wall follower,Guidance
1110,-0.47313110237184,-0.3728277559296
1117,0.03362804747402834,-0.2313454419571085
0000,0.11302247559246963,0.1223772259152875
0007,0.17109590733673824,0.13470913635615053
0003,0.07244428496877549,0.09981713436166924
0110,0.06326862951939276,-1.9381826704736256
0106,0,0.07185069757235339
0117,0.07390455011914704,-0.26037266823486294
0005,0.16005406082403442,0.18761401507991793
1000,0.1313985966689479,0.11352401530549686
1113,0.051617009335607374,0
1103,0.08244622692901238,0.031965507248713707
0002,0.11242404001680631,0.10540258361071633
0116,0.049485483834959834,0.030188242595452004
0100,0.012622530532618505,-0.09071224273863158
0017,0.08511988882454469,0.09757739174891177
0115,0.0705165520980035,0.06690009625933324
1115,0.010846098670536174,-0.2076178138492299
1101,0.009605719094707338,0.026507687870586744
0113,0.11909686995502412,0.11035058506345057
0114,0.019599228435682757,0.11469020586772087
0102,0.005208118823292211,0.04579914206727839
0015,0.2075961884017216,0.18375780006641965
0001,0.11544311147121472,0.7139250674811465
1007,0.14052427275895396,0.11757846362904545
0111,0.100724322054351,-0.5566775633858485
1111,-0.020592311908867046,-0.25713517089085713
1112,-0.02172532555305781,-0.7676144572797605
0013,0.07819040521580552,0.09917363327469553
1005,0.14501068074358656,0.06971313869671059
1106,0.054509597916933605,-0.6804457720640942
0016,0.10077727759080542,0.2628041517873917
1012,0.04379371320352724,0
1114,0.0,0.00846861376820349
0105,0.05211915824308961,0.014388347235230189
0011,0.13325352905629087,0.08012417814081488
1003,0.10624101691961514,0.02873281321875224
1104,0.059907337898922865,0.0541455189195349
0014,0.14500097715223284,0.09517732668950378
1006,0.06714758549533012,0.07718719230345938
1116,0.04378387611301397,-0.24
0107,0.05949140182853255,-0.5698280204592907
0004,0.18926511790907993,0.0986499818603483
1001,0.13410871791940732,0.11237370288866169
1102,0.09499091991852229,0.08187297259061636
0012,0.05919945877991639,0.08325418158426592
1004,0.092561867271057,0.05176832153635141
0101,0.04625753850096554,0.012341823545507176
1107,0.05599624692558647,-0.6073266364416
0006,0.2026418951875829,0.13445263636834076
1100,0.07033849515844107,-0.926101340171815
0112,0.10750932462254957,-1.00691470237519
0104,0,0.08295604912037975
0010,0.46283305276276676,0.08684116594220578
1002,0.05350372046405278,0.10336924109453154
0103,0,0.051617009335607374
1105,0.05436808843893627,-0.1987993182733438
