Trial,Duration,Number of bumps into walls
1,76.420000000000002,19
2,108.89,42
3,70.920000000000002,17
4,92.799999999999997,13
5,41.490000000000002,16
6,44.189999999999998,5
7,114.63,56
8,86.019999999999996,35
9,122.89,81
10,68.480000000000004,12
