Trial,Duration,Number of bumps into walls
1,97.730000000000004,39
2,179.72999999999999,91
3,36.009999999999998,14
4,40.280000000000001,8
5,27.23,0
6,134.78999999999999,61
7,72.280000000000001,54
8,38.990000000000002,4
9,30.52,1
10,74.090000000000003,30
