State,Wall follower,Guidance
1110,-0.006068364605783291,-0.538163402913043
1117,-0.8274856763840769,-0.8649476408949995
0000,0.05952480331193888,0.08880358472442573
0007,-0.5826435374957284,-0.19841239531668542
0003,0.1545317977961412,0.03185386661128114
0110,-0.10778123822417934,-0.96
0106,-0.14834580992556629,-0.6056697151602233
0117,0.0042238351677991795,-0.056332045522614865
0005,-0.21492038162218496,-0.009476648748231481
1000,0.08772639993461914,0.08650586738789948
1103,0.05094379300500346,0.07740231656067331
0002,0.13300012460523575,0.07643192895698159
1014,0.0,0
0116,-0.7918649136567841,-0.28455404595616707
0100,0.010644771831416863,-0.038415013105855184
0017,0.02348871613024719,0.015133566326501197
0115,0.02478296244478585,0.02479966625883099
1115,-2.1242868819797556,-0.31757028966154555
1101,-0.02574874220118825,0.07284047787872762
0113,-0.7328522122087113,0.02932621127332819
0114,0.031819433611523736,0.03244114800292373
0102,0.012862640597474384,0.034315813596314304
0015,-0.03796741071416788,-0.03542945851017184
0001,0.04690978879305417,0.04071701781470893
1007,-0.32185757636541223,-0.0644174095137481
0111,0.011123834746271967,-0.5203994575698698
1111,0.0032396833787114816,-0.8
1112,-0.05200335838939843,-1.3728319068207675
0013,0.12198486293877894,0.1315694530260956
1005,0.04606768263552008,0.022368401363014285
1106,-1.469477976825536,-0.7079315540614883
1015,0.030012326269667156,0
0016,-0.0109904599030581,0.041749955792107434
1114,-0.6964547204909844,0
0105,0.04016839998672114,0.0
0011,-0.9565610136811232,0.011184253085068195
1003,0.03364925557210244,0.043404174729857074
1104,0.046349524215589896,-0.034462264508653695
0014,0.03469451788242251,0.034303661485536284
1006,-0.15444543290403595,-0.8658497950026267
1116,-0.4705745037836364,-1.1672281432634446
0004,0.05924341853852676,0.04306282924799493
1001,0.04386385942976066,0.09083028764198231
1102,-0.9863368288769224,0.08198149596404275
0012,0.037959881300333224,0.02441389525069777
1004,-0.9497067646594509,0.02765562432947294
0101,-0.009694417563594643,0.020066944667984102
1107,-0.26298953236533773,-1.5612644289203406
0006,-0.36865989861851894,-0.20208697425784394
1100,-0.20729614683065978,-0.2964322629616599
1013,0.04826564216065335,0.022768891243902724
0112,0.012520589384238874,-1.9364688074147145
0010,0.013370566777675737,0.04408814321535885
1002,0.08238202823016301,0.1114296856559577
1105,-2.886883356391271,-2.5e-323
0107,-0.01211406447062081,-0.19998719999999992
